投稿日,タイトル,URL,グループ,症状名・悩み事,年月
2023/11/02,五行ライフ：冬編,https://www.instagram.com/reel/CzHgYNAyY0t/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,"セミナー告知, 生活習慣",冬の暮らし方,2023-11
2023/10/31,体の欲求の意味,https://www.instagram.com/reel/CzCVQ8ISE86/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,氣,欲求,2023-10
2023/10/29,妊娠を邪魔する大切なこと,https://www.instagram.com/reel/Cy9QpW2yNHm/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,生活習慣,妊娠　ズボラ,2023-10
2023/10/27,生理が飛んだ,https://www.instagram.com/reel/Cy4H9EVyycK/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,生理,生理不順,2023-10
2023/10/26,寒い冬の暮らし方,https://www.instagram.com/reel/Cy1h2myyzdN/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,セミナー告知,冷え性　五行ライフ　冬,2023-10
2023/10/24,小馬鹿にしてくる旦那へ,https://www.instagram.com/reel/CywZte4SoT6/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,"パートナー, 親子",モラハラ,2023-10
2023/10/23,回復モードの秋と夕方,https://www.instagram.com/reel/Cyt3Eq8yvdI/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,セミナー告知,自律神経　五行ライフ　秋,2023-10
2023/10/21,自立が大事,https://www.instagram.com/reel/Cyol1A0Sx3Q/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,"パートナー, 人間関係, 氣",自立,2023-10
2023/10/20,自分らしさ,https://www.instagram.com/reel/CymHCuZyWoy/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,"セミナー告知, 氣",五行ライフ　秋,2023-10
2023/10/17,氣を調えるWS①,https://www.instagram.com/reel/CyeZpkVyrhh/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,セミナー告知,ダイジェスト,2023-10
2023/10/15,パパをイヤという娘,https://www.instagram.com/reel/CyZSQYWyDK5/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,親子,イヤイヤ期,2023-10
2023/10/13,咳、鼻水、肌荒れ〜秋に出やすい不調,https://www.instagram.com/reel/CyUEB_FStq8/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,"セミナー告知, 体調不良",アレルギー　五行ライフ　秋,2023-10
2023/10/11,不登校、家でできる経験が大事,https://www.instagram.com/reel/CyO6YgryGuX/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,"不登校, 氣",不登校　調える,2023-10
2023/10/10,何がつらいのかが分からない,https://www.instagram.com/reel/CyMXZ3JSCXH/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,"体調不良, 氣",原因がわからない,2023-10
2023/10/09,体の欲求に応えるが調う基本,https://www.instagram.com/reel/CyJyY5RBxzb/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,セミナー告知,五行ライフ　冬,2023-10
2023/10/07,産後うつ〜いつから働ける〜,https://www.instagram.com/reel/CyEniVQh506/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,"体調不良, 氣",産後うつ　復帰,2023-10
2023/10/06,氣を調えるWS①,https://www.instagram.com/reel/CyCE6uAyOs1/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,セミナー告知,モヤモヤ,2023-10
2023/10/03,妊娠糖尿病,https://www.instagram.com/reel/Cx6WY8USE08/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,体調不良,妊娠糖尿病　糖尿病　血糖値,2023-10
2023/10/02,かまって欲しがる子ども,https://www.instagram.com/reel/Cx3yJaTya-p/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,親子,親離れ　子離れ,2023-10
2023/09/30,３８歳で生理来なくなった,https://www.instagram.com/reel/CxynBiNyvmH/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,生理,早期閉経,2023-09
2023/09/28,蕁麻疹,https://www.instagram.com/reel/CxtcPZ9yrtG/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,体調不良,蕁麻疹　アトピー,2023-09
2023/09/27,認知症,https://www.instagram.com/reel/Cxq7yT0S0gg/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,"体調不良, 親子",認知症,2023-09
2023/09/26,骨盤底筋を調える,https://www.instagram.com/reel/CxoS3hDSlds/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,嬉しい報告,姿勢　トレーニング,2023-09
2023/09/25,適応障害,https://www.instagram.com/reel/CxlwTlDSqjB/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,体調不良,適応障害,2023-09
2023/09/23,今日は五行ライフの秋編でした,https://www.instagram.com/reel/CxiEX7zPMDw/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,セミナー告知,五行ライフ　秋　インタビュー,2023-09
2023/09/23,言いたいことも言えないこんな世の中じゃ,https://www.instagram.com/reel/CxgpJGKS7aj/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,"人間関係, 氣",正論　論破,2023-09
2023/09/22,五行ライフ：秋編,https://www.instagram.com/reel/CxeCfasyZwK/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,セミナー告知,個性を知る,2023-09
2023/09/20,ADHD（注意欠陥・多動症）っぽい夫と娘,https://www.instagram.com/reel/CxYzr-iBv4I/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,"パートナー, 発達障害, 親子, 食事",ADHD　注意欠陥　多動,2023-09
2023/09/19,個性を５つに分けて考える,https://www.instagram.com/reel/CxWRmkZyvKI/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,セミナー告知,五行ライフ：秋編,2023-09
2023/09/18,子宮筋腫が小さくなった,https://www.instagram.com/reel/CxTuex1SWqr/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,"体調不良, 嬉しい報告",子宮筋腫,2023-09
2023/09/17,コンビニやスーパーのお惣菜は氣が乱れますか？,https://www.instagram.com/reel/CxRKvu_SFAz/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,"氣, 食事",添加物,2023-09
2023/09/16,汗かき,https://www.instagram.com/reel/CxOnZygyChz/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,"体調不良, 氣",多汗症　汗かき,2023-09
2023/09/01,未設定,未設定,未設定,未設定,2023-09
2025/05/26,分からないとイライラする子,https://www.instagram.com/reel/DKFrl-WTQ79/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,"氣, 親子",プライド,2025-05
